id,duration,length,x,y
115.0,2.0,26.87005768508881,-7.6414657,3.9441483
116.0,2.0,141.19844191774922,2.511179,11.446428
117.0,3.0,79.39773296511683,-4.67915,0.93555206
118.0,3.0,26.925824035672523,-3.195923,3.434025
119.0,4.0,65.94694837519019,2.1116705,8.781535
120.0,4.0,155.24174696260025,-6.0687995,1.8271425
121.0,5.0,95.96353474106714,-2.6616392,4.1286035
122.0,4.0,152.26621424334422,-5.5529985,1.8199207
123.0,6.0,186.68154702594467,0.883025,9.853284
124.0,6.0,64.4980619863884,1.9210838,7.6823
125.0,8.0,33.60059523282288,0.6600444,10.678146
126.0,7.0,297.2541000558277,6.9675627,-11.511333
127.0,5.0,233.07724041613326,-7.198648,5.251378
128.0,9.0,112.29425630903835,-7.83647,4.3444924
129.0,10.0,46.01086828130936,-8.037515,3.837203
130.0,9.0,53.009433122794285,-6.810423,2.606237
131.0,7.0,143.17821063276355,-7.1461754,3.8373287
132.0,11.0,167.6305461424021,-13.217899,-8.792693
133.0,7.0,104.13932974625868,-17.081951,-7.6449413
134.0,12.0,116.70903992407787,-12.099321,-2.6197526
135.0,8.0,107.8702924812944,-18.996975,-6.651409
136.0,10.0,58.69412236331676,-13.944736,-5.015346
137.0,8.0,59.09314681077663,-18.32302,-6.3457284
138.0,13.0,70.2922470831599,-15.693833,-4.545331
139.0,14.0,24.69817807045693,-12.913784,-4.464858
140.0,9.0,75.66372975210777,-19.059002,-5.784841
141.0,15.0,93.50935782048772,-14.717408,-3.7169428
142.0,13.0,96.40020746865642,-18.405636,-5.6054926
143.0,15.0,25.079872407968914,-17.355656,-5.103365
144.0,14.0,49.72926703662542,-13.117002,-3.3728344
145.0,0.0,0.0,7.4065075,-10.733492
146.0,1.0,50.56678751908213,0.23264022,1.8802181
147.0,1.0,216.13421755936747,-2.083937,-1.1768795
148.0,1.0,135.0,-2.3758695,0.27938014
149.0,1.0,165.3027525481654,-1.6276308,4.7394805
150.0,2.0,111.36426715962351,-2.9190602,2.795027
151.0,2.0,87.00574693662483,13.679801,4.2608
152.0,3.0,155.7080601638849,13.352356,3.431162
153.0,2.0,122.18837915284742,10.493893,2.3465521
154.0,2.0,306.6349621292393,-2.0941815,0.43192258
155.0,3.0,101.40019723846693,-1.0515285,9.951511
156.0,4.0,62.128898268036274,-0.6631726,0.41443738
157.0,3.0,226.71568097509262,5.345187,-0.36991596
158.0,5.0,86.83317338436964,-1.2087941,-0.90161246
159.0,5.0,243.28584011405187,7.0446587,-0.42910635
160.0,5.0,17.464249196572982,6.029755,-0.4681712
161.0,4.0,37.947331922020545,-0.20369308,3.481065
162.0,3.0,46.09772228646443,-0.83962876,9.57318
163.0,7.0,112.538882169675,0.29083508,1.8125736
165.0,0.0,0.0,16.838808,1.8656011
166.0,1.0,44.147480109288225,17.641544,2.5898263
167.0,1.0,241.96074061715055,17.891619,0.612858
168.0,1.0,75.05997601918081,17.729204,0.3173708
169.0,2.0,246.33716731342025,12.571146,-4.020668
170.0,2.0,37.656340767525464,13.032301,-3.8455994
171.0,4.0,347.5413644445795,16.53737,2.1039753
172.0,6.0,22.803508501982762,18.275826,2.4043782
173.0,6.0,188.66372200293304,17.358656,3.9551904
174.0,7.0,61.326992425847855,16.75737,4.4995694
175.0,7.0,96.42095207992918,12.250325,6.392733
176.0,5.0,340.6537831875642,18.072105,4.5343623
177.0,9.0,193.644003263721,12.847994,6.723145
178.0,10.0,263.1539473388153,16.118237,0.8279585
179.0,11.0,157.08914666519772,14.112056,-2.790608
180.0,13.0,41.303752856126756,8.318217,-10.974949
181.0,13.0,81.30190649671138,14.990185,-2.4895673
182.0,15.0,27.459060435491967,16.386688,-0.80108434
183.0,13.0,81.8413098624405,15.265743,-1.3302164
184.0,15.0,48.25971404805461,14.368888,-2.2335641
185.0,16.0,72.56721022610694,15.091673,-1.7411727
186.0,0.0,0.0,-22.10737,-3.5795357
187.0,0.0,167.35590817177626,-19.70931,-5.755955
188.0,0.0,232.94849216082085,8.1434145,3.3586059
189.0,0.0,90.13878188659972,5.555418,4.1707373
190.0,0.0,232.1249663435624,9.78286,8.9436865
191.0,0.0,63.06346010171026,8.491729,9.814152
192.0,1.0,15.811388300841898,8.574297,9.765484
193.0,1.0,469.2206304074875,-22.651388,-4.565494
194.0,1.0,30.0,-21.34639,-3.6468573
195.0,1.0,125.60254774486064,12.615881,-3.3181562
196.0,2.0,65.19202405202647,7.75431,2.6593268
197.0,2.0,376.2884531845217,7.8599143,4.830775
198.0,2.0,201.7176244159146,7.0529656,7.816319
199.0,4.0,372.9772111000885,-20.524141,-8.444128
690.0,0.0,0.0,7.714357,-4.2342873
691.0,0.0,53.75872022286245,8.437293,-4.4806476
692.0,1.0,65.36818798161687,16.957901,-1.4536941
693.0,1.0,76.02631123499286,8.218258,-4.437882
694.0,2.0,213.3541656495134,18.558666,1.7991464
695.0,2.0,58.600341295934456,18.47398,3.8069835
696.0,4.0,112.92918134831228,4.2124753,9.946051
697.0,4.0,148.48568954616468,19.049347,1.5681918
698.0,4.0,206.4945519862449,7.539046,-2.934298
699.0,4.0,17.0,8.504551,-3.2800002
700.0,7.0,101.41498903022176,5.878789,-2.8413692
701.0,8.0,67.35725647619564,9.094993,-3.8974724
702.0,8.0,71.7007670809734,5.6295905,-2.6804547
703.0,0.0,0.0,-15.510721,-12.639957
704.0,0.0,141.48498153514387,-14.842581,-12.499367
705.0,0.0,356.41689073330963,1.596392,10.915577
706.0,1.0,175.41379649275024,-12.514997,-5.0904913
707.0,1.0,173.34935823359712,-0.3146018,10.05557
708.0,2.0,80.95677859203637,-0.22855645,8.47764
709.0,3.0,485.7334660078508,-22.966232,-10.794796
710.0,0.0,0.0,-23.326052,-10.20937
711.0,0.0,41.14608122288197,-21.909945,-11.378989
712.0,0.0,143.42245291445826,-13.507962,-10.830938
713.0,1.0,108.18964830333816,7.6326957,-11.174934
714.0,1.0,71.06335201775948,1.5328262,3.1229649
715.0,1.0,46.57252408878007,13.175802,-0.02791514
716.0,1.0,20.808652046684813,13.220811,-0.036940318
717.0,2.0,58.6685605754905,6.4788895,2.2643304
718.0,2.0,258.28859827719845,-19.079508,-12.649016
719.0,2.0,25.179356624028344,-19.047396,-11.969368
720.0,2.0,147.82760229402356,-19.905483,-12.603902
721.0,0.0,0.0,-22.419134,-7.0954576
722.0,0.0,45.122056690713904,-20.927885,-4.6739964
723.0,0.0,290.0431002454635,6.1759634,2.4554584
724.0,0.0,141.7674151559518,3.588003,10.659658
725.0,0.0,169.0,10.836663,0.8637405
726.0,1.0,147.27185746095552,10.183697,10.2282715
727.0,1.0,215.98379568847287,1.1248585,3.6311522
728.0,1.0,137.90576492663388,-18.091002,-7.2957864
729.0,1.0,54.70831746635972,-19.37047,-9.03984
730.0,2.0,276.81221071332817,0.8408695,4.755759
731.0,2.0,417.4805384685614,8.650147,6.019377
732.0,2.0,198.51700179077858,-3.978561,-0.3096943
733.0,3.0,150.98675438593943,8.733839,6.000882
734.0,3.0,171.2103968805633,7.1937704,6.1345396
735.0,4.0,110.9819805193618,4.1545553,8.637065
736.0,3.0,166.09033686521317,-11.669122,-2.2315552
737.0,3.0,56.61271941887265,-14.942281,-5.4716005
738.0,6.0,127.13772060250255,11.256531,1.797498
739.0,5.0,45.541190146942796,16.454363,0.20622432
740.0,5.0,212.96009015775704,-4.7920566,-0.43590945
741.0,0.0,0.0,10.116752,8.091131
742.0,0.0,50.009999000199954,10.426688,8.239742
743.0,0.0,191.20669444347402,20.431438,2.6562052
744.0,0.0,247.13154391942768,16.564844,-3.1468124
745.0,1.0,43.17406628984581,16.530758,-2.6300993
746.0,1.0,182.4280680158621,16.218699,3.4045017
747.0,1.0,78.23681997627459,20.16681,2.1888716
748.0,2.0,402.1765781345304,17.10355,5.779009
749.0,3.0,102.39628899525609,12.450438,8.675068
750.0,3.0,62.3698645180507,15.100844,7.5091724
751.0,4.0,81.56592425762122,16.04438,7.6525006
752.0,0.0,0.0,6.397109,0.7924252
753.0,0.0,55.65968020030297,5.985391,0.0024496163
754.0,1.0,263.32109676210905,15.713713,5.532677
755.0,1.0,60.67124524847005,15.59073,4.985659
756.0,1.0,465.72094649049217,0.022822747,7.3869133
757.0,1.0,256.3201123595259,14.318706,6.2836423
758.0,3.0,481.00727645223833,15.427565,9.053196
759.0,3.0,473.4310931909733,18.601776,6.2389364
760.0,4.0,57.68882040742383,18.502977,5.561489
761.0,5.0,117.00427342623004,19.163378,6.040062
762.0,5.0,242.16729754448681,15.499319,6.1338415
763.0,6.0,14.31782106327635,15.867827,6.4699907
764.0,5.0,92.19544457292886,10.77737,9.503063
765.0,4.0,193.0414463269481,-7.507873,-1.267422
766.0,6.0,113.63538181394031,-12.218761,-9.742971
767.0,5.0,90.0,-14.562963,-11.687916
768.0,7.0,469.84359099598237,6.5719886,5.671425
769.0,5.0,146.72763884149433,12.089848,9.765054
770.0,8.0,639.0688538803937,15.357433,8.513359
771.0,8.0,289.9275771636772,14.593097,8.700006
772.0,10.0,355.02816789657686,0.4531463,8.081067
773.0,7.0,600.903486426897,8.691686,-10.490226
774.0,10.0,268.47718711279737,17.95972,6.45186
775.0,11.0,111.19802156513396,3.983015,11.675504
776.0,11.0,496.72930253811285,-11.954044,-7.0142274
777.0,11.0,33.54101966249685,4.6332903,1.4595327
778.0,12.0,61.03277807866851,5.385558,1.649572
779.0,12.0,16.1245154965971,5.5865946,1.3431904
780.0,12.0,97.3293378175358,-13.42558,-10.036595
781.0,13.0,46.32493928760187,-12.447068,-7.243669
782.0,11.0,71.11961754677819,-15.450846,-9.236463
783.0,9.0,97.74456506629922,-18.408155,-13.185454
784.0,0.0,0.0,15.931911,-2.295926
785.0,0.0,104.12012293500234,13.728674,-1.7446657
786.0,0.0,213.0375553746334,8.199472,-10.660334
787.0,0.0,0.0,2.1421673,10.636585
788.0,0.0,295.1694428629088,11.1899395,8.513823
789.0,0.0,16.55294535724685,4.7858596,10.870138
790.0,0.0,152.0690632574555,3.6546767,9.833222
791.0,0.0,70.45565981523414,7.854222,1.311604
792.0,1.0,360.6618915272308,5.9713473,10.468412
793.0,1.0,5.099019513592785,6.175655,10.056509
794.0,1.0,193.59752064528092,11.90031,5.7863903
795.0,1.0,304.0296038217332,7.1682057,1.3426816
796.0,2.0,137.4627222195167,14.40516,6.803546
797.0,2.0,290.24127893874777,10.99769,3.0520241
798.0,3.0,248.19548746905127,-11.360505,-11.163946
799.0,4.0,49.648766349225646,-12.684382,-12.2744
800.0,3.0,231.19904844094842,-16.539068,-12.093484
801.0,3.0,66.2872536767062,-16.851942,-12.885437
802.0,5.0,39.051248379533284,-18.443974,-11.612278
803.0,6.0,18.38477631085024,-19.260431,-11.143004
804.0,8.0,77.33692520394123,-18.058014,-12.080561
805.0,0.0,0.0,-23.855448,-9.309263
806.0,0.0,303.21114755232867,-15.563677,-10.753085
807.0,0.0,110.47624178980746,-18.589672,-9.236075
808.0,1.0,531.5420961692498,18.786146,4.6289163
809.0,1.0,118.33004690272035,-3.8155372,1.3025573
810.0,2.0,334.96417718914364,1.5663553,9.061842
811.0,3.0,129.13945950018532,-5.1642723,-1.4372938
812.0,3.0,477.8807382600809,-4.816037,-1.0421565
813.0,3.0,113.15917991926241,11.882174,2.6108086
814.0,4.0,231.53401477968632,-12.588027,-10.133568
815.0,3.0,130.96946208945045,-17.281502,-10.969154
816.0,4.0,17.88854381999832,-16.54372,-11.0227995
817.0,5.0,54.12023651093923,-15.638855,-11.456799
818.0,3.0,104.29285689825552,-15.685581,-5.5928917
819.0,4.0,9.219544457292887,-14.290516,-5.567933
820.0,5.0,86.55634003352961,-2.5097578,1.2577273
821.0,6.0,108.30050784737809,13.817301,3.1603909
822.0,6.0,103.07764064044152,-0.46618372,6.114861
823.0,5.0,90.91754506144564,-14.834174,-4.9333076
824.0,5.0,45.09988913511872,-1.4911966,-0.81030196
825.0,5.0,34.0,-13.791929,-3.7444358
826.0,8.0,126.8266533501535,0.29638094,6.3762736
827.0,9.0,37.1618083521241,0.27698338,6.943563
828.0,9.0,109.07795377618706,0.17240818,5.1240187
829.0,0.0,0.0,-19.886133,-11.881685
830.0,0.0,36.24913792078371,-20.40132,-11.733954
831.0,0.0,349.0472747350994,-7.4092,-2.0503001
832.0,0.0,75.66372975210777,-12.246219,-10.88274
833.0,1.0,360.62445840513925,6.813261,3.8766387
834.0,2.0,92.63368717696602,5.1626225,9.9830885
835.0,2.0,187.27786842016326,-11.915796,-12.29431
836.0,2.0,115.15641536623131,-6.667113,-3.2105997
837.0,2.0,157.00318468107582,-5.712814,-0.06123681
838.0,2.0,70.0357051795725,-11.704317,-11.806301
839.0,3.0,216.54098919142302,-7.985621,-2.5286493
840.0,4.0,87.20665112249179,4.580717,8.181032
